tag	label	C	dur_s	req_s	out_tps	in_tps	total_tps	ttft_mean_ms	ttft_p50_ms	ttft_p99_ms	tpot_mean_ms	tpot_p50_ms	tpot_p99_ms	itl_mean_ms	e2e_mean_ms	e2e_p99_ms	completed	shape	in	out	prefix	prompts	ttft_ms	p99_ttft	tpot_ms	p99_tpot	host
pr_mnbt16k	router	1024	120.8	67.843	8684	78155	86839	2387	2089	9450	99.8	102.3	115.1	99.8	15057.0	22166.9	8192										pro6000-s600w
pr_mnbt16k	short	1024	40.3	203.339	13014	65068	78082	1389	1454	2750	57.6	56.1	75.8	57.6	5020.7	5550.9	8192										pro6000-s600w
pr_mnbt16k	short	1024	40.4	203.339	13014	52055	65068	1389	1540	2764	57.64	57.35	76.11	57.64	5021	5601	8192										pro6000-s600w
pr_mnbt16k	router	1024	121.0	67.843	8684	69471	78155	2387	2400	9775	99.76	103.76	115.59	99.77	15057	22287	8192										pro6000-s600w
q27_base	promptopt	1024	486.8	12.029	2745	45855	48600	12705	7346	61716	365.3	310.5	624.3	314.1	84368.6	139601.9	5856										pro6000-s600w
q27_base	router	1024	333.0	24.602	3149	28341	31490	4411	2694	30056	292.2	305.4	316.6	292.2	41517.8	68856.2	8192										pro6000-s600w
q27_base	router	1024	335.1	24.602	3149	25192	28341	4411	2715	30281	292.18	307.46	319.31	292.18	41518	69076	8192										pro6000-s600w
q27_fp8_b12x--	router	256	99.3	20.753	2656	21251	23908	2596	2523	7877	76.57	77.5	92.0	76.57	12320	18154	2048										pro6000-s600w
q27_fp8_b12x--	router	1024	335.1	24.608	3150	25199	28349	4377	2718	30312	292.36	307.64	319.44	292.36	41506	69160	8192										pro6000-s600w
q27_fp8_b12x--	promptopt	1024	707.8	11.656	2984	41774	44758	13607	9210	60536	287.61	303.67	314.27	287.61	86947	138073	8192										pro6000-s600w
q27_fp8_b12x--	judge	512	753.6	5.47	2801	22405	25205	7377	4243	59781	168.4	176.37	179.36	168.4	93428	150008	4096										pro6000-s600w
q27_nvfp4_b12x--	router	256	61.3	33.568	4297	34374	38670	1466	1598	4283	48.42	49.66	56.37	48.42	7615	10825	2048										pro6000-s600w
q27_nvfp4_b12x--	router	1024	206.2	39.926	5110	40884	45994	2423	1505	16725	182.21	190.31	196.03	182.22	25564	40964	8192										pro6000-s600w
q27_nvfp4_b12x--	promptopt	1024	441.7	18.628	4769	66761	71530	4522	2138	34411	197.15	206.97	210.32	197.15	54794	84568	8192										pro6000-s600w
q27_nvfp4_b12x--	judge	512	480.0	8.56	4383	35061	39444	4195	2331	32500	108.58	112.52	114.39	108.58	59681	90395	4096										pro6000-s600w
q27_nvfp4_redhat_---	router	256	136.1	15.078	1930	15439	17369	4286	4118	12623	99.84	101.35	125.86	99.84	16965	26184	2048										pro6000-s600w
q27_nvfp4_redhat_---	router	1024	512.4	16.036	2053	16420	18473	7101	4408	49171	446.03	469.32	488.66	446.03	63746	108819	8192										pro6000-s600w
q27_nvfp4_redhat_---	promptopt	1024	1053.1	7.798	1996	27946	29942	12655	5982	100292	464.44	491.86	498.26	464.44	131086	219389	8192										pro6000-s600w
q27_nvfp4_redhat_---	judge	512	1073.3	3.828	1960	15678	17637	11918	6789	95623	238.12	250.27	255.17	238.12	133598	223691	4096										pro6000-s600w
q27_nvfp4_unsloth_---	router	256	136.1	15.085	1931	15447	17378	4223	4116	12626	100.27	101.33	125.84	100.27	16957	26176	2048										pro6000-s600w
q27_nvfp4_unsloth_---	router	1024	511.9	16.043	2054	16428	18482	7097	4408	48705	445.81	468.82	489.29	445.81	63715	108275	8192										pro6000-s600w
q27_nvfp4_unsloth_---	promptopt	1024	1052.8	7.799	1997	27953	29949	12654	5981	100278	464.33	491.71	498.04	464.33	131057	219354	8192										pro6000-s600w
q27_nvfp4_unsloth_---	judge	512	1072.0	3.826	1959	15672	17630	12096	6787	95630	237.88	250.26	254.99	237.88	133651	223653	4096										pro6000-s600w
sat_marlin	judge	256	218.8	9.367	4796	43165	47961	1791	1322	10082	49.9	50.8	52.5	49.9	27310.9	36096.2	2048										pro6000-s600w
sat_marlin	judge	512	360.8	11.398	5836	52522	58358	4569	2878	24069	78.4	79.8	99.8	78.4	44651.9	68530.5	4096										pro6000-s600w
sat_marlin	promptopt	1024	141.7	57.808	14799	221981	236780	1531	1367	5824	63.3	63.7	67.8	63.3	17675.0	21893.2	8192										pro6000-s600w
sat_marlin	promptopt	512	101.2	40.461	10358	155372	165730	1248	1221	3297	44.7	44.5	48.4	44.7	12637.5	14395.7	4096										pro6000-s600w
sat_marlin	rollout	128	527.1	1.947	3987	19933	23920	2526	2163	10577	30.9	31.1	32.3	30.9	65853.2	75651.6	1024										pro6000-s600w
sat_marlin	rollout	256	613.0	2.551	4892	25793	30684	8506	4383	56036	49.1	47.2	82.6	48.1	101360.9	153921.2	1564										pro6000-s600w
sat_marlin	router	1024	123.8	66.203	8474	76266	84740	1607	1057	9892	108.6	112.2	117.7	108.6	15403.5	24023.6	8192										pro6000-s600w
sat_marlin	router	256	48.7	42.042	5381	48432	53814	940	922	2645	40.5	40.5	46.6	40.5	6078.1	7687.2	2048										pro6000-s600w
sat_marlin	router	512	76.4	53.654	6868	61809	68677	1174	949	5023	65.7	67.0	72.8	65.7	9516.9	13560.5	4096										pro6000-s600w
sat_marlin	short	1024	40.7	201.157	12874	64370	77244	1040	1027	2727	64.0	63.7	76.6	64.0	5069.7	6484.0	8192										pro6000-s600w
sat_marlin	short	512	27.3	150.028	9602	48009	57611	706	738	1418	42.8	42.0	51.3	42.8	3402.4	3695.8	4096										pro6000-s600w
sglglm_base	judge	128	454.9	1.688	864	7780	8644	35936	29905	68124	70.8	70.8	105.5	70.8	72132.1	110862.2	768										pro6000-s600w
sglglm_base	promptopt	256	237.7	6.463	1655	24819	26473	26087	29684	37817	42.0	41.9	49.6	42.0	36796.4	48033.4	1536										pro6000-s600w
sglglm_base	router	256	220.8	6.956	890	8014	8904	26300	29146	34256	63.7	63.3	95.5	63.7	34386.5	40791.6	1536										pro6000-s600w
sglglm_base	router	64	112.3	3.419	438	3938	4376	12678	4538	58098	47.5	48.6	71.6	47.5	18715.3	62182.5	384										pro6000-s600w
sglglm_base	router	64	112.3	3.419	438	3501	3938	12678	4538	58098	47.54	48.59	71.57	47.54	18715	62182	384										pro6000-s600w
sglglm_base	router	256	220.8	6.956	890	7123	8014	26300	29146	34256	63.67	63.28	95.53	63.67	34387	40792	1536										pro6000-s600w
sglglm_base	promptopt	256	237.7	6.463	1655	23164	24819	26087	29684	37817	42.0	41.91	49.58	42.0	36796	48033	1536										pro6000-s600w
sglglm_base	judge	128	454.9	1.688	864	6915	7780	35936	29905	68124	70.83	70.76	105.53	70.83	72132	110862	768										pro6000-s600w
sw_gptoss_ficutlass_mxfp8	judge	1024	458.3	17.875	9152	82369	91521	2614	958	27280	106.4	109.4	110.3	106.4	56968.5	82894.9	8192										pro6000-s600w
sw_gptoss_ficutlass_mxfp8	router	2048	152.5	107.438	13752	123769	137521	1618	696	13533	135.9	141.1	143.5	135.9	18873.8	31196.5	16384										pro6000-s600w
sw_gptoss_ficutlass_mxfp8	router	2048	153.2	107.438	13752	110017	123769	1618	703	13578	135.87	141.72	144.03	135.89	18874	31315	16384										pro6000-s600w
sw_gptoss_ficutlass_mxfp8	judge	1024	459.9	17.875	9152	73217	82369	2614	963	27528	106.37	109.66	110.48	106.37	56968	83373	8192										pro6000-s600w
sw_gptoss_marlin	judge	1024	561.1	14.601	7476	67281	74757	3904	1406	40549	129.0	133.8	135.1	129.0	69843.0	108284.8	8192										pro6000-s600w
sw_gptoss_marlin	router	2048	210.6	77.783	9956	89605	99562	2359	1025	20041	187.4	196.6	200.7	187.4	26158.5	44386.6	16384										pro6000-s600w
sw_gptoss_marlin	router	2048	210.8	77.783	9956	79649	89605	2359	1027	20107	187.39	196.77	201.28	187.41	26158	44561	16384										pro6000-s600w
sw_gptoss_marlin	judge	1024	562.6	14.601	7476	59806	67281	3904	1409	40629	129.04	134.07	135.43	129.04	69843	108648	8192										pro6000-s600w
vglm_base	judge	128	510.3	1.505	771	6936	7706	6678	2076	53962	152.8	161.1	163.1	152.8	84774.8	136463.3	768										pro6000-s600w
vglm_base	promptopt	256	392.4	3.915	1002	15032	16034	6610	2725	43978	225.8	239.7	242.8	225.8	64195.8	105008.7	1536										pro6000-s600w
vglm_base	router	256	213.7	7.189	920	8282	9202	4139	2240	24789	243.5	258.0	267.9	243.5	35059.9	57570.8	1536										pro6000-s600w
vglm_base	router	64	70.3	5.464	699	6294	6994	2269	2057	7311	74.2	74.5	88.5	74.2	11689.8	16502.1	384										pro6000-s600w
vglm_base	router	64	70.3	5.464	699	5595	6294	2269	2057	7311	74.18	74.5	88.49	74.18	11690	16502	384										pro6000-s600w
vglm_base	router	256	213.7	7.189	920	7362	8282	4139	2240	24789	243.47	258.04	267.86	243.47	35060	57571	1536										pro6000-s600w
vglm_base	promptopt	256	392.4	3.915	1002	14030	15032	6610	2725	43978	225.83	239.69	242.76	225.83	64196	105009	1536										pro6000-s600w
vglm_base	judge	128	510.3	1.505	771	6165	6936	6678	2076	53962	152.83	161.14	163.13	152.83	84775	136463	768										pro6000-s600w
vllm_dp4	promptopt	512	213.5	14.387	3683	55245	58928	6973	6563	20059	112.1	113.1	134.7	112.1	35545.7	48039.2	3072										pro6000-s600w
vllm_dp4	router	256	148.2	10.362	1326	11937	13263	6607	6181	17436	142.2	144.3	193.7	142.2	24671.7	34737.4	1536										pro6000-s600w
vllm_dp4	router	512	266.6	11.522	1475	13273	14748	8332	6267	32264	283.7	294.7	351.6	283.7	44367.1	76076.5	3072										pro6000-s600w
vllm_dp4	router	256	148.2	10.362	1326	10610	11937	6607	6181	17436	142.25	144.28	193.68	142.25	24672	34737	1536										pro6000-s600w
vllm_dp4	router	512	266.6	11.522	1475	11798	13273	8332	6267	32264	283.74	294.72	351.64	283.74	44367	76077	3072										pro6000-s600w
vllm_dp4	promptopt	512	213.5	14.387	3683	51562	55245	6973	6563	20059	112.05	113.06	134.68	112.07	35546	48039	3072										pro6000-s600w
ds4flash_dp4ep4_s1024_b12x--	router	1024	661.9	12.377	1584	12674	14258	15135	12118	58541	531.7	555.54	646.82	531.7	82660	121697	8192										pro6000-s600w
ds4flash_dp4ep4_s1024_b12x--	promptopt	1024	488.5	16.771	4293	60106	64399	12969	12278	36502	188.39	187.87	237.51	188.39	61008	83222	8192										pro6000-s600w
ds4flash_dp4ep4_s512_b12x--	router	1024	639.2	12.816	1640	13124	14764	9888	7557	59515	550.28	581.14	627.84	550.28	79773	131524	8192										pro6000-s600w
ds4flash_dp4ep4_s512_b12x--	promptopt	1024	473.4	17.306	4430	62024	66454	7943	6371	33371	200.63	202.04	229.18	200.63	59104	89504	8192										pro6000-s600w
ds4flash_tp4_s512_b12x-b12x	router	1024	842.1	9.728	1245	9962	11207	53411	53812	91920	390.94	401.38	407.04	390.95	103061	142745	8192										pro6000-s600w
ds4flash_tp4_s512_b12x-b12x	promptopt	1024	691.8	11.842	3031	42441	45472	43361	44556	64901	160.59	163.07	165.71	160.59	84312	106507	8192										pro6000-s600w
q27_bf16_---	router	256	133.6	15.368	1967	15737	17704	3339	3276	9923	104.69	105.48	124.34	104.69	16635	24109	2048										pro6000-s600w
q27_bf16_---	router	256	133.3	15.409	1972	15779	17751	3341	3280	9957	104.33	105.08	124.3	104.33	16590	23842	2048										pro6000-s600w
q27_bf16_---	router	1024	443.5	18.495	2367	18938	21306	19424	14775	47515	275.79	285.33	294.76	275.79	54449	83704	8192										pro6000-s600w
q27_bf16_---	promptopt	1024	955.4	8.589	2199	30782	32981	56569	61611	96885	233.97	238.52	255.75	233.97	116231	157284	8192										pro6000-s600w
q27_bf16_---	judge	512	981.4	4.179	2140	17117	19257	17238	10836	75503	202.75	210.68	218.71	202.75	120844	184659	4096										pro6000-s600w
q27_nvfp4_quasar_qat_b12x--	router	256	60.6	33.95	4346	34765	39110	1362	1296	4248	48.56	49.03	56.33	48.56	7529	10684	2048										pro6000-s600w
q27_nvfp4_quasar_qat_b12x--	router	1024	202.6	40.581	5194	41555	46749	2314	1459	15839	179.81	187.36	191.71	179.81	25149	39653	8192										pro6000-s600w
q27_nvfp4_quasar_qat_b12x--	promptopt	1024	436.2	18.836	4822	67510	72332	4297	2082	33297	195.63	205.15	207.66	195.63	54182	83213	8192										pro6000-s600w
q27_nvfp4_quasar_qat_b12x--	judge	512	477.2	8.612	4409	35273	39682	3852	1846	31565	108.54	112.52	113.88	108.54	59317	89129	4096										pro6000-s600w
qwen38fn_tp4m_--marlin	router	1024	727.1	11.267	1442	11538	12980	69652	73585	80066	133.95	135.08	145.94	133.95	86664	96203	8192										pro6000-s600w
qwen38fn_tp4m_--marlin	promptopt	1024	1092.6	7.497	1919	26871	28790	104459	110578	117867	100.99	101.86	108.0	100.99	130210	142679	8192										pro6000-s600w
qwen38fn_tp4mb_b12x-marlin	router	1024	726.6	11.274	1443	11545	12988	69636	73665	80074	133.86	134.66	146.21	133.87	86637	96272	8192										pro6000-s600w
qwen38fn_tp4mb_b12x-marlin	promptopt	1024	1090.0	7.516	1924	26937	28861	104132	110421	118014	100.76	101.62	107.77	100.76	129826	142589	8192										pro6000-s600w
gemma26_nvfp4_---	judge	512	155.7	26.324	13478	121301	134779	1920	1563	9758	34.3	35.1	37.4	34.3	19441.7	27537.9	4096										5090x8
gemma26_nvfp4_---	promptopt	1024	75.8	108.188	27696	415441	443137	1238	1304	2984	31.2	31.1	39.8	31.3	9205.2	10956.0	8192										5090x8
gemma26_nvfp4_---	router	1024	67.0	122.457	15674	141070	156745	3125	2212	6965	39.8	40.5	44.0	39.8	8179.6	12000.6	8192										5090x8
gemma26_nvfp4_---	router	256	20.9	98.065	12552	112971	125523	716	746	1246	14.9	14.5	19.3	14.9	2608.9	2817.9	2048										5090x8
gemma26_nvfp4_---	router	256	21.9	98.065	12552	100418	112971	716	811	1334	14.91	15.4	20.26	14.91	2609	3034	2048										5090x8
gemma26_nvfp4_---	router	1024	69.6	122.457	15674	125396	141070	3125	2338	7263	39.8	42.14	46.38	39.8	8180	12492	8192										5090x8
gemma26_nvfp4_---	promptopt	1024	78.7	108.188	27696	387745	415441	1238	1360	3093	31.24	32.29	41.21	31.27	9205	11321	8192										5090x8
gemma26_nvfp4_---	judge	512	162.4	26.324	13478	107823	121301	1920	1721	10322	34.29	36.47	38.95	34.29	19442	28673	4096										5090x8
gemma26_nvfp4_--marlin	judge	512	178.9	22.905	11728	105548	117276	2474	1914	12779	38.9	39.9	42.8	38.9	22341.2	32932.2	4096										5090x8
gemma26_nvfp4_--marlin	promptopt	1024	82.1	99.895	25573	383598	409172	1536	1439	3794	33.3	33.2	42.6	33.3	10031.0	12251.9	8192										5090x8
gemma26_nvfp4_--marlin	router	1024	79.9	102.632	13137	118233	131369	3828	2813	8515	46.9	47.9	52.4	46.9	9780.7	14512.6	8192										5090x8
gemma26_nvfp4_--marlin	router	256	23.0	88.971	11388	102495	113883	979	1047	1629	14.9	14.2	21.4	14.9	2876.0	3110.9	2048										5090x8
gemma26_nvfp4_--marlin	router	256	24.0	88.971	11388	91107	102495	979	1100	1720	14.94	14.77	22.35	14.94	2876	3244	2048										5090x8
gemma26_nvfp4_--marlin	router	1024	82.6	102.632	13137	105096	118233	3828	2936	8824	46.87	49.45	54.64	46.87	9781	14994	8192										5090x8
gemma26_nvfp4_--marlin	promptopt	1024	84.9	99.895	25573	358025	383598	1536	1608	4081	33.31	34.23	44.23	33.34	10031	12870	8192										5090x8
gemma26_nvfp4_--marlin	judge	512	185.6	22.905	11728	93821	105548	2474	2226	13332	38.88	41.31	44.55	38.88	22341	34004	4096										5090x8
gptoss120_tp4_--flashinfer_cutlass	judge	512	3968.6	3.082	1578	14200	15777	250234	253145	440204	461.3	468.3	550.4	461.3	485981.1	669937.8	4096										5090x8
gptoss120_tp4_--flashinfer_cutlass	promptopt	1024	1946.6	13.095	3352	50285	53637	177533	181659	217541	218.9	217.6	264.9	218.9	233358.4	276683.5	8192										5090x8
gptoss120_tp4_--flashinfer_cutlass	router	1024	1867.6	12.811	1640	14759	16399	171428	179003	227032	418.5	428.6	511.7	418.5	224579.4	287466.8	8192										5090x8
gptoss120_tp4_--flashinfer_cutlass	router	256	431.2	12.801	1639	14747	16386	8482	7369	33920	357.0	351.7	436.8	357.0	53821.7	76133.6	2048										5090x8
gptoss120_tp4_--flashinfer_cutlass	router	256	773.2	12.801	1639	13109	14747	8482	12712	59967	357.0	631.7	790.73	357.0	53822	135277	2048										5090x8
gptoss120_tp4_--flashinfer_cutlass	router	1024	3382.2	12.811	1640	13119	14759	171428	324102	414985	418.52	777.89	937.47	418.52	224579	525888	8192										5090x8
gptoss120_tp4_--flashinfer_cutlass	promptopt	1024	3550.2	13.095	3352	46932	50285	177533	330389	398786	218.92	396.89	488.43	218.92	233358	507309	8192										5090x8
gptoss120_tp4_--flashinfer_cutlass	judge	512	7205.0	3.082	1578	12622	14200	250234	459320	806380	461.34	849.69	1012.06	461.34	485981	1221339	4096										5090x8
gptoss20	judge	512	93.9	32.793	16790	151111	167901	1344	910	6472	27.9	28.8	30.1	27.9	15619.8	20992.4	3072										5090x8
gptoss20	promptopt	1024	40.0	154.411	39529	592937	632466	805	760	2096	22.9	23.0	25.4	23.0	6644.3	7328.9	6144										5090x8
gptoss20	router	1024	30.7	200.265	25634	230705	256339	882	774	3031	33.2	33.9	38.8	33.2	5101.2	7320.1	6144										5090x8
gptoss20	router	256	14.5	107.689	13784	124058	137842	475	487	818	15.2	15.0	18.2	15.2	2403.5	2588.7	1536										5090x8
gptoss20	router	256	19.3	107.689	13784	110274	124058	475	559	946	15.19	21.65	24.22	15.19	2403	3573	1536										5090x8
gptoss20	router	1024	32.6	200.265	25634	205071	230705	882	815	3237	33.22	36.1	40.74	33.22	5101	7853	6144										5090x8
gptoss20	promptopt	1024	45.8	154.411	39529	553408	592937	805	859	2228	22.9	26.64	29.65	22.95	6644	8239	6144										5090x8
gptoss20	judge	512	104.6	32.793	16790	134321	151111	1344	1089	6790	27.94	32.8	34.0	27.94	15620	23113	3072										5090x8
muse30_nvfp4	judge	512	195.5	15.735	8056	72506	80562	9591	7327	28965	43.3	44.8	51.1	43.3	31714.0	51753.8	3072										5090x8
muse30_nvfp4	promptopt	1024	66.1	93.097	23833	357493	381326	2525	2607	5938	33.2	32.6	40.7	33.3	11002.7	14031.1	6144										5090x8
muse30_nvfp4	router	1024	80.5	76.425	9782	88041	97824	2619	2047	9481	83.0	86.5	114.2	83.0	13162.3	22619.8	6144										5090x8
muse30_nvfp4	router	256	25.6	60.143	7698	69285	76983	1503	1654	2469	21.7	20.5	31.7	21.7	4257.6	4855.4	1536										5090x8
muse30_nvfp4	router	256	27.7	60.143	7698	61586	69285	1503	1786	2636	21.69	24.73	34.27	21.69	4258	5464	1536										5090x8
muse30_nvfp4	router	1024	85.2	76.425	9782	78259	88041	2619	2158	10003	83.02	91.68	121.16	83.02	13162	23952	6144										5090x8
muse30_nvfp4	promptopt	1024	69.7	93.097	23833	333660	357493	2525	2853	6330	33.24	34.41	42.66	33.27	11003	15075	6144										5090x8
muse30_nvfp4	judge	512	205.8	15.735	8056	64450	72506	9591	7785	30557	43.29	47.25	53.87	43.29	31714	54668	3072										5090x8
nemo35_---	judge	512	158.8	25.804	13212	118907	132119	1353	712	10323	36.1	37.2	38.0	36.1	19800.9	29316.9	4096										5090x8
nemo35_---	promptopt	1024	198.8	41.223	10553	158298	168851	4665	3236	21170	78.0	81.4	82.2	78.0	24547.3	41892.4	8192										5090x8
nemo35_---	router	1024	67.4	121.561	15560	140038	155598	1856	1299	7143	50.6	52.3	54.2	50.6	8281.3	13852.6	8192										5090x8
nemo35_---	router	256	23.2	88.226	11293	101637	112930	814	842	1675	16.4	16.3	20.9	16.4	2898.9	3572.2	2048										5090x8
nemo35_---	router	256	24.3	88.226	11293	90344	101637	814	891	1808	16.41	17.03	21.84	16.41	2899	3871	2048										5090x8
nemo35_---	router	1024	69.2	121.561	15560	124478	140038	1856	1475	7750	50.59	56.64	58.69	50.59	8281	14799	8192										5090x8
nemo35_---	promptopt	1024	205.1	41.223	10553	147745	158298	4665	3978	22473	77.97	86.97	87.51	77.97	24547	43938	8192										5090x8
nemo35_---	judge	512	164.9	25.804	13212	105695	118907	1353	730	10679	36.1	38.66	39.44	36.1	19801	30486	4096										5090x8
nemo35_b12x-b12x	judge	512	169.6	24.167	12374	111364	123737	1424	755	11010	38.6	39.8	40.6	38.6	21155.4	31252.0	4096										5090x8
nemo35_b12x-b12x	promptopt	1024	214.2	38.261	9795	146920	156715	6589	4681	23385	77.9	80.9	81.9	77.9	26464.2	43870.8	8192										5090x8
nemo35_b12x-b12x	router	1024	73.8	111.001	14208	127873	142081	2557	1789	8248	51.4	52.9	55.0	51.4	9087.8	14950.9	8192										5090x8
nemo35_b12x-b12x	router	256	25.2	81.331	10410	93693	104104	1029	866	3160	16.7	16.5	20.8	16.7	3146.2	5163.6	2048										5090x8
nemo35_b12x-b12x	router	256	26.5	81.331	10410	83283	93693	1029	962	3664	16.67	17.77	22.12	16.67	3146	5581	2048										5090x8
nemo35_b12x-b12x	router	1024	75.4	111.001	14208	113665	127873	2557	2100	8682	51.43	60.53	62.86	51.43	9088	16475	8192										5090x8
nemo35_b12x-b12x	promptopt	1024	219.5	38.261	9795	137126	146920	6589	5922	24358	77.94	92.92	94.02	77.94	26464	47807	8192										5090x8
nemo35_b12x-b12x	judge	512	176.5	24.167	12374	98990	111364	1424	781	11330	38.61	41.51	42.26	38.61	21155	32420	4096										5090x8
nemo35_b12x-marlin	judge	512	151.6	27.028	13838	124545	138383	1400	805	10394	34.3	35.4	36.3	34.3	18914.5	28395.0	4096										5090x8
nemo35_b12x-marlin	promptopt	1024	194.8	42.082	10773	161594	172367	3450	2219	19016	80.9	84.9	85.7	80.9	24075.7	40501.4	8192										5090x8
nemo35_b12x-marlin	router	1024	64.9	126.207	16154	145390	161545	1442	1011	5942	51.5	53.5	55.8	51.5	7987.2	12756.2	8192										5090x8
nemo35_b12x-marlin	router	256	21.2	96.597	12364	111280	123645	849	893	1705	14.2	13.7	19.0	14.2	2648.8	3270.6	2048										5090x8
nemo35_b12x-marlin	router	256	22.5	96.597	12364	98916	111280	849	923	1793	14.17	15.0	20.11	14.17	2649	3536	2048										5090x8
nemo35_b12x-marlin	router	1024	66.8	126.207	16154	129236	145390	1442	1379	7648	51.53	56.72	59.34	51.53	7987	14272	8192										5090x8
nemo35_b12x-marlin	promptopt	1024	200.7	42.082	10773	150821	161594	3450	3381	22225	80.88	90.56	91.76	80.88	24076	43071	8192										5090x8
nemo35_b12x-marlin	judge	512	158.3	27.028	13838	110706	124545	1400	921	10769	34.28	37.09	37.72	34.28	18914	29699	4096										5090x8
q27_fp8_tp2	router	1024	559.7	14.511	1854	16713	18566	119728	130836	199907	824.8	624.7	3909.5	620.2	193343.2	289231.1	5072										5090x8
q27_fp8_tp2	router	256	303.1	14.241	1823	16406	18229	14639	12770	55570	282.2	274.8	457.3	282.2	50473.4	91221.3	1536										5090x8
q27_fp8_tp2	router	256	961.2	14.241	1823	14583	16406	14639	40268	189431	282.16	855.3	1506.42	282.16	50473	302645	1536										5090x8
q27_nvfp4_---	judge	512	1082.4	3.791	1941	17469	19410	86313	91039	121815	87.3	89.4	99.6	87.3	130917.7	161674.8	4096										5090x8
q27_nvfp4_---	promptopt	1024	1076.8	7.621	1951	29263	31214	103207	107909	124087	102.5	103.2	121.3	102.5	129334.9	150302.8	8192										5090x8
q27_nvfp4_---	router	1024	532.0	15.425	1974	17769	19744	49784	51125	61441	111.5	108.5	138.3	111.5	63938.5	76342.7	8192										5090x8
q27_nvfp4_---	router	256	123.1	16.663	2133	19195	21328	6714	6996	11793	68.3	65.8	108.2	68.3	15386.3	20503.3	2048										5090x8
q27_nvfp4_---	router	256	130.1	16.663	2133	17062	19195	6714	7695	12372	68.28	69.13	114.23	68.28	15386	21631	2048										5090x8
q27_nvfp4_---	router	1024	566.2	15.425	1974	15795	17769	49784	54675	65064	111.45	115.22	147.36	111.45	63939	80798	8192										5090x8
q27_nvfp4_---	promptopt	1024	1141.5	7.621	1951	27312	29263	103207	114535	131921	102.46	109.05	129.22	102.46	129335	159743	8192										5090x8
q27_nvfp4_---	judge	512	1151.2	3.791	1941	15528	17469	86313	96754	129860	87.29	94.94	106.27	87.29	130918	172306	4096										5090x8
q27_nvfp4_b12x--	judge	512	400.8	10.228	5237	47129	52365	30810	35000	41435	33.6	34.2	36.6	33.6	47954.3	57297.9	4096										5090x8
q27_nvfp4_b12x--	promptopt	1024	429.0	19.098	4889	73338	78227	40252	42623	46620	42.2	43.4	48.5	42.2	51021.5	58193.6	8192										5090x8
q27_nvfp4_b12x--	router	1024	160.0	51.233	6558	59021	65579	14511	14317	18169	36.4	35.9	41.9	36.4	19136.1	22980.3	8192										5090x8
q27_nvfp4_b12x--	router	256	40.7	50.349	6445	58002	64447	1610	1634	2749	27.3	27.1	36.1	27.3	5083.2	6339.8	2048										5090x8
q27_nvfp4_b12x--	router	256	42.4	50.349	6445	51558	58002	1610	1729	2875	27.35	28.12	37.69	27.35	5083	6720	2048										5090x8
q27_nvfp4_b12x--	router	1024	165.9	51.233	6558	52463	59021	14511	14937	18813	36.42	37.08	43.56	36.42	19136	23764	8192										5090x8
q27_nvfp4_b12x--	promptopt	1024	440.1	19.098	4889	68449	73338	40252	43963	47649	42.23	44.55	49.32	42.23	51021	59483	8192										5090x8
q27_nvfp4_b12x--	judge	512	418.5	10.228	5237	41892	47129	30810	36583	43348	33.55	35.73	37.85	33.55	47954	60025	4096										5090x8
q27_nvfp4_flashinfer_b12x--	judge	512	408.7	10.030	5136	46220	51356	32020	35374	40648	32.8	33.5	36.1	32.8	48793.6	56312.6	4096										5090x8
q27_nvfp4_flashinfer_b12x--	promptopt	1024	440.0	18.626	4768	71525	76294	41632	44209	50371	42.0	43.2	49.3	42.0	52353.2	62080.4	8192										5090x8
q27_nvfp4_flashinfer_b12x--	router	1024	161.4	50.795	6502	58516	65018	14807	16375	17911	34.5	33.9	39.4	34.5	19188.3	22135.8	8192										5090x8
q27_nvfp4_flashinfer_b12x--	router	256	40.7	50.407	6452	58069	64521	1639	1662	2766	27.1	26.9	36.1	27.1	5077.5	6107.6	2048										5090x8
q27_nvfp4_flashinfer_b12x--	router	256	42.6	50.407	6452	51617	58069	1639	1810	2881	27.07	28.6	37.8	27.07	5077	6740	2048										5090x8
q27_nvfp4_flashinfer_b12x--	router	1024	166.5	50.795	6502	52014	58516	14807	16872	18489	34.5	34.83	40.71	34.5	19188	22845	8192										5090x8
q27_nvfp4_flashinfer_b12x--	promptopt	1024	454.6	18.626	4768	66757	71525	41632	45587	52026	42.04	44.46	50.88	42.04	52353	64028	8192										5090x8
q27_nvfp4_flashinfer_b12x--	judge	512	431.1	10.03	5136	41085	46220	32020	37321	42981	32.82	35.41	37.95	32.82	48794	59635	4096										5090x8
qwen36_nvfp4_---	judge	512	224.2	18.280	9359	84235	93594	13257	14631	17643	26.8	25.6	40.3	26.8	26933.4	31690.9	4096										5090x8
qwen36_nvfp4_---	promptopt	1024	147.1	55.716	14263	213949	228212	11592	13045	14990	23.4	23.6	24.7	23.4	17551.6	20961.4	8192										5090x8
qwen36_nvfp4_---	router	1024	80.7	101.590	13004	117032	130035	6480	7323	8603	25.2	25.3	27.1	25.2	9684.8	11783.9	8192										5090x8
qwen36_nvfp4_---	router	256	23.0	88.968	11388	102491	113879	769	731	1365	16.6	16.6	20.3	16.6	2874.7	3391.4	2048										5090x8
qwen36_nvfp4_---	router	256	24.1	88.968	11388	91103	102491	769	749	1474	16.58	17.64	21.27	16.58	2875	3650	2048										5090x8
